Réponse (French),Answer (English),Contenu,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,ART,BOT,ELEM,FRAG,GÉO,H,HD,MQ,NAT,OBJ,PAYS,RADIO,SC,SCÈNE,SEX,SG,VÊT,color_sum,threat_sum,fading_sum,form_sum,kinesthetics_sum
"Je…, je…, je sais pas pourquoi, mais je vois genre de l’amour, mais impossible, ouais. Ils ont l’air de vouloir aller l’un vers l’autre mais… ou alors, peut-être le rouge à côté c’est genre euh… leur intention qui est ailleurs et qu’en fait… je sais pas. Mmh.","I…, I…, I don’t know why, but I kind of see love, but impossible, yeah. They seem to want to go towards each other but... or maybe the red next to it is like uh... their intention is elsewhere and in fact... I don't know. Hmm.",Abs/H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Oh ! Mais si je retourne l’image, je vois une grenouille ! (Rires) mais ça n’a rien à voir ! Bah ouais, là je vois une grenouille. Alors, une grenouille avec un petit papillon rouge sur euh…  mais qui manque des pattes, peut-être qu’elles sont coupées tic tic tic… ","Oh ! But if I turn the image over, I see a frog! (Laughs) but that has nothing to do with it! Well yeah, there I see a frog. So, a frog with a little red butterfly on uh... but missing legs, maybe they are cut tick tick tick...",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ou alors un insecte, ouais mais genre qui s’attaque vers quelqu’un.

C’est drôle. ","Or an insect, yeah but the kind that attacks someone.

It's funny.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ou alors deux hommes, qui sont dos contre dos, et euh… je sais pas si tu vois, mais comme… pendant l’histoire, genre en mode euh, quand ils devaient faire un duel, ils se mettaient dos contre dos, et après ils avançaient ? Et ben moi je vois ça. (Rires) Genre au début quand ils sont dos contre dos, et là je les vois ils vont… et puis j’sais pas là on dirait des pistolets, du coup c’est pour ça que je dis ça. ","Or two men, who are back to back, and uh... I don't know if you see, but like... during the story, like in uh mode, when they had to duel, they stood back to back, and then were they moving forward? Well, I see that. (Laughs) Like at the beginning when they're back to back, and then I see them going... and then I don't know, they look like guns, so that's why I say that.",H/Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Ouais, puis justement, le fait que ce soit un duel et que je vois toujours des cœurs au milieu. J’sais pas j’ai l’impression qu’ils vont se battre alors qu’ils s’aiment.
Je sais pas pourquoi.","Yeah, then precisely, the fact that it's a duel and that I always see hearts in the middle. I don't know, I have the impression that they are going to fight even though they love each other.
I do not know why.",Abs/H,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Et puis là il y a encore l’histoire du sang.

Ouais voilà. 

Ouais, non j’ai rien à ajouter j’crois. 
","And then there is still the story of blood.

Yeah there you go.

Yeah, no I don’t have anything to add I think.
",Sg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Alors, je vois une chauve-souris. (Rires)
Celle-là elle est pas… elle est pas drôle non plus. Je la vois un peu sombre.","Then I see a bat. (Laughs)
This one isn’t… she’s not funny either. I see her a little dark.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
On dirait un animal écrasé ou qui est en train de mourir. Mmh.,It looks like a crushed or dying animal. Hmm.,(A),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ou là on dirait un sanglier, genre là c’est ses oreilles, et là c’est son museau. (Rires)

Pourquoi je vois que des animaux partout, c’est ça la vraie question.
","Or there it looks like a wild boar, like there are its ears, and there is its snout. (Laughs)

Why do I see animals everywhere, that's the real question.
",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ouais je vois une bête, qui me regarde méchamment en fait. On dirait elle me veut euh…, elle me reproche quelque chose.","Yeah I see a beast, which actually looks at me nastily. It seems like she wants me, uh…, she blames me for something.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Ou alors peut-être un masque, je sais pas. Ouais. 

Ouais, celle-là elle est pas gentille, (rires), j’aime pas, je préfère avec les taches rouges (rires).
","Or maybe a mask, I don't know. Yeah.

Yeah, that one isn't nice (laughs), I don't like it, I prefer it with the red spots (laughs).
",Mq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"On dirait un papillon. Y’a beaucoup de papillons, hein…","It looks like a butterfly. There are a lot of butterflies, eh…",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ah ! Ou alors deux oiseaux qui… genre là c’est leurs becs, et là c’est leurs ailes. Mmh.","Ah! Or two birds which... like this is their beaks, and this is their wings. Hmm.",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ouais un papillon qui essaye de s’envoler quelque part. Mmh.,"Yeah, a butterfly trying to fly away somewhere. Hmm.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ou le bas d’un masque, pour genre cacher la… genre là je vois le nez, et là c’est pour cacher genre la bouche, ouais.  Comme dans les méchants dans les films.","Or the bottom of a mask, to kind of hide the... like there I see the nose, and there it's to hide like the mouth, yeah. Like the bad guys in the movies.",Mq/Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Euh…
Je vois une peau de bête, c’est horrible !
Genre comme les tapis, les tapis d’ours et tout là. J’aime pas du tout. (Rires).
","Uh…
I see an animal skin, it’s horrible!
Like rugs, bear rugs and stuff. I do not like at all. (Laughs).
",(Ad)/Obj,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Ou alors euh… Qu’est-ce que je vois ? Je vois un peu un totem-là, comme les totems indiens.","Or uh... What do I see? I see a bit of a totem there, like Indian totems.",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Puis là je vois une étendue d’herbe ou d’eau, quelque chose d’assez paisible. Si on rejoint le totem, ouais quelque chose d’assez paisible. ","Then there I see an expanse of grass or water, something quite peaceful. If we join the totem, yeah something quite peaceful.",Elem/Bot/Nat,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Et sinon ouais, quand je retourne par contre je vois une peau de bête, bon, moins paisible, avec peut-être un feu de cheminée là du coup. 

J’sais pas. Je m’imagine chez des chasseurs.
","And otherwise yeah, when I go back I see an animal skin, well, less peaceful, with perhaps a chimney fire there as a result.

I dunno. I imagine myself among hunters.
",(Ad)/Obj/Elem/Pays,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"Ah, mais si je la prends comme ça, j’ai l’impression que là on est dans l’eau et qu’en fait ça c’est le reflet de l’eau et que du coup c’est un peu une forêt, ou une montagne. Un truc qui rejoint le paysage en tout cas. Mais euh, j’irais pas m’y promener hein, parce que ça a l’air un peu bizarre quand même. On dirait un peu une forêt hantée, comme dans les films. C’est peut-être la couleur noire qui me fait dire ça mais euh… Mais ouais. ","Ah, but if I take it like that, I have the impression that we are in the water and that in fact it is the reflection of the water and that therefore it is a bit of a forest , or a mountain. Something that fits into the landscape in any case. But uh, I wouldn't go for a walk there, eh, because it looks a little weird anyway. It looks a bit like a haunted forest, like in the movies. Maybe it's the color black that makes me say that but uh... But yeah.","Elem/Nat/Pays",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
"Et sinon, là je vois des petits crochets genre l’impression que c’est… j’sais pas, un truc qui va se refermer pour t’attraper. ","And otherwise, there I see little hooks, giving the impression that it's... I don't know, something that's going to close to catch you.",Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Ouais, maintenant je vois que la forêt en fait. Là ça a l’air plus sombre que là, donc je dirais que là c’est où les gens ne veulent pas aller et là contre toute attente, c’est là où on a envie d’aller. Ouais.","Yeah, now I see that the forest actually. There it looks darker than there, so I would say that there is where people don't want to go and there against all odds, that's where we want to go. Yeah.","Abs/Nat/Pays",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"Ou alors, là je vois deux ours ! Deux ours qui tendent leur bras comme ça. (Rires). Et là c’est leur petit museau là. Mais du coup je sais pas trop sur quoi ils sont mais… ils sont ralliés à un truc. 

On dirait ils essayent de se détacher, et que leur peau elle est fixée genre. Ouais. (Je vois leurs dos collés, rajoute-t-elle quand je demande de répéter).

Ouais j’aime bien cette planche. C’est tout ce que j’ai un peu près à dire mais j’aime bien.","Or maybe I see two bears there! Two bears holding out their arms like that. (Laughs). And that’s their little snout there. But so I don't really know what they are about but... they are committed to something.

It looks like they're trying to break away, and their skin is like fixed. Yeah. (I see their backs stuck together, she adds when I ask to repeat).

Yeah I like this board. That's all I really have to say, but I like it.",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alors là, je vois deux visages, avec des cheveux en l’air, qui se tournent mais en même temps qui… en fait leur tête elle est, genre retournée par rapport à leur corps, parce que j’ai l’impression que leur corps il va par là mais que leur tête elle va par là. Et là c’est genre… là c’est leur avant, fin c’est leur buste et là c’est leurs jambes je crois… Han, ouais peut-être… elles vont dans un endroit mais euh, elles veulent regarder l’autre genre. ","So there, I see two faces, with hair in the air, which are turned but at the same time which... in fact their head is, like, turned upside down in relation to their body, because I have the impression that their body goes that way but their head goes that way. And there it's like... there's their front, end it's their bust and there it's their legs I think... Han, yeah maybe... they're going to a place but uh, they want to look at the other kind.",Hd/H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Puis alors je sais pas pourquoi, mais là je vois un visage méchant, en mode euh, là c’est les yeux, là le nez, et j’sais pas là y’a un visage méchant qui regarde vers le bas.","Then I don't know why, but there I see a nasty face, in uh mode, there it's the eyes, there the nose, and I don't know there's a nasty face looking down.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alors là je vois deux petites bêtes, hop tchou tchou tchou. (Fait des signes avec ses mains).","So there I see two little animals, hop chu chu chu. (Makes signs with his hands).",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Là je vois une forêt du coup, pour se rapprocher des bêtes. 
Et en fait là on dirait un feu et on dirait qu'elles s’échappent du feu pour aller dans la forêt qui n’est pas encore en feu du coup. 
","There I suddenly see a forest, to get closer to the animals.
And in fact there it looks like a fire and it looks like they are escaping from the fire to go into the forest which is not yet on fire.
","Nat/Elem/Bot/Pays/A",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
"Ou alors euh, je vois des organes humains, c’est bizarre ça. Là je vois genre des poumons et le cœur. Ouais.","Or uh, I see human organs, that’s weird. There I see like lungs and the heart. Yeah.",Anat,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ou alors là je vois une fleur un peu. Je sais plus comment elles s’appellent euh... Les pensées. Je vois une pensée. Ouais puis là ça serait genre sa tige avec les feuilles. Mais je sais pas ce que ça serait ça. Je dirais des larmes mais une pensée ça peut pas pleurer. (Rires). Mais on dirait.,Or then I see a bit of a flower. I don't know what they're called anymore... Thoughts. I see a thought. Yeah then there it would be like its stem with the leaves. But I don't know what that would be. I would say tears but a thought cannot cry. (Laughs). But it looks like it.,Bot/Hd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ou alors on peut reparler peut-être du reflet, je revois aussi un reflet, pareil qui… qui euh, qui passe d’un rocher à l’autre, la bête là, la panthère, je sais pas trop quoi, mais je la vois fuir en tout cas. Ça c’est clair et net. Même si j’en vois deux, ou une, je les vois fuir. ","Or maybe we can talk again about the reflection, I also see a reflection again, the same one which... which uh, which passes from one rock to another, the beast there, the panther, I don't really know what, but I see flee in any case. That’s clear and clear. Even if I see two, or one, I see them fleeing.",Nat/A/Pays,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
"Oh, puis là je vois une main qui essaye de l’aider genre. Peut-être lui dire euh « viens ». ","Oh, then I see a hand trying to help him like. Maybe tell him uh “come”.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Puis au centre là, je vois une tête de zèbre, je sais pas pourquoi mais euh, une petite tête de zèbre. 

Ouais, j’aime bien cette planche, les dégradés de couleurs et tout, j’aime bien. 
Elle me rend plus heureuse que celle en noir en tout cas (rires). 
Voilà. 
","Then in the center there, I see a zebra's head, I don't know why but uh, a small zebra's head.

Yeah, I like this board, the color gradients and everything, I like it.
It makes me happier than the one in black in any case (laughs).
So.
",Ad/Hd/A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"(Rires) Je vois une grosse dame ! (Rires) Je vois une grosse dame avec les mains comme ça (met ses mains sur ses hanches), et là c’est ses gros cheveux (rires) et là c’est son petit visage. Mais avec une tenue d’époque genre euh, en mode euh comme les dames de la cour. Avec une grosse robe et tout, là un corset, mais avec des grosses manches bouffantes, et qui se tient comme ça (me montre). Ça se voit elle va en… crier quelqu’un genre.","(Laughs) I see a fat lady! (Laughs) I see a fat lady with her hands like that (puts her hands on her hips), and there's her big hair (laughter) and there's her little face. But with a period outfit like uh, in fashion uh like the ladies of the court. With a big dress and everything, there a corset, but with big puffed sleeves, and it sits like that (shows me). You can see she's going to... shout at someone like that.","H/Hd/Vet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Ou alors là je vois deux crevettes, je sais pas si c’est la couleur orange qui me fait dire ça ou… la forme bizarre mais euh, je vois des crevettes. 

Elle me fait rire, parce que du coup je vois que la grosse dame. 
","Or then I see two shrimps, I don’t know if it’s the orange color that makes me say that or… the weird shape but uh, I see shrimps.

She makes me laugh, because suddenly I only see the fat lady.
",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Oh ! Ou alors je vois un monsieur avec des grosses moustaches. Là c’est ses yeux, et là c’est les moustaches et là c’est un gros chapeau, et là c’est le, la tenue, en plus là on dirait des petits boutons, et là un col. Du coup on dirait un monsieur ou une dame. Et le monsieur il a pas l’air content non plus. Mais on dirait un peu un monsieur, euh, un monsieur genre d’un monde féérique. En mode euh…

Alors que la grosse dame on dirait vraiment quelqu’un de… de réel. Genre ça m’étonnerait pas de la voir en vrai, dans un film médiéval, en mode qui a vraiment existé. Alors que lui je le vois plus dans un Disney ou, en mode qui existe pas.
","Oh ! Or I see a gentleman with big mustaches. There are his eyes, and there are the mustaches and there is a big hat, and there is the, the outfit, plus there they look like little buttons, and there a collar. So you look like a gentleman or a lady. And the man doesn’t seem happy either. But he looks a bit like a gentleman, uh, a gentleman from a fairytale world. In uh mode...

Whereas the fat lady really looks like someone… real. Like, it wouldn't surprise me to see her in real life, in a medieval film, in the mode that really existed. Whereas I see him more in a Disney or, in a mode that doesn't exist.
",(Hd)/Vet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Et son chapeau justement ça peut être les crevettes. Je le vois dans un monde marin. Ça se voit c’est un méchant d’un film en fait.

Ouais c’est tout. Je l’aime bien.
","And his hat could be the shrimp. I see it in a sea world. It’s obvious that he’s actually a villain in a film.

Yeah that's all. I like it.
",Vet/Nat/(H),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Oh on dirait euh, le bleu on dirait un feu d’artifice, et là je vois la tour Eiffel. Je vois bah du coup un feu d’artifice à la tour Eiffel.","Oh it looks like uh, the blue looks like fireworks, and there I see the Eiffel Tower. Well, I see fireworks at the Eiffel Tower.",Frag/Arch,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Ohh non, ou alors là on dirait un monsieur encore mais un monsieur qui sourit, lui il est bienveillant. Avec ses petites cornes genre. Non ça c’est ses sourcils en fait. Ouais j’aime bien. Là aussi je me vois un peu dans un monde féérique. En plus j’aime bien ces mondes-là alors euh…","Ohh no, or there we look like a gentleman again but a gentleman who smiles, he is benevolent. With his little horns like. No, that's his eyebrows actually. Yeah I like it. There too I see myself a little in a magical world. Plus I like these worlds so uh…","H/(Hd)/Hd/Abs",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Et en même temps si… là je vois des petites grenouilles.,And at the same time if… there I see little frogs.,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ou là je vois un monsieur pas content. Genre là c’est ses deux petits yeux.,Or there I see a gentleman who is not happy. Like there are his two little eyes.,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ou alors si je le prends comme ça, on dirait une… une mâchoire d’animal comme ça, qui fait tchouc, qui a envie de faire tchouc… sur je sais pas quoi du coup. Mais euh, ouais.","Or if I take it like that, it looks like a... an animal jaw like that, which makes choosy, which wants to make chooc... on I don't know what. But uh, yeah.",Ad/Hd/A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Ouais, non, je sais pas trop euh… alors c’est bizarre ce que je vais dire mais le vert on dirait un utérus d’une femme, genre ça a la même forme. 

Ouais c’est tout. Mais je l’aime bien aussi cette planche-là. ","Yeah, no, I don't really know uh... so it's weird what I'm going to say but the green one looks like a woman's uterus, like it has the same shape.

Yeah that's all. But I also like this board.",Sex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Euh, bah je vois un insecte euh, fin pff (soupir), style papillon ou, euh, fin voilà, avec… euh. Faut que je décrive euh vraiment avec des détails ou … ? Bah là, la première chose qui m’est venue voilà c’était un insecte, plus, voilà, plus vers un papillon, voilà parce que là il y a une forme de, fin vraiment on voit le corps au milieu avec euh, bah même des antennes fin bon bref, et puis voilà les ailes, de chaque côté.","Uh, well I see an insect uh, end pff (sigh), butterfly style or, uh, end there, with... uh. Should I describe uh really in detail or...? Well there, the first thing that came to me was an insect, more, there, more towards a butterfly, there because there is a shape of, well really we see the body in the middle with uh, well even antennas, well anyway, and then here are the wings, on each side.",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"
« Bon après coup on peut voir aussi deux têtes d’animaux euh fin bon, pareil en imaginant hein. »)
","
“Well afterwards we can also see two animal heads uh well, the same when imagining eh. "")
",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Alors là c’est vrai que pour le coup y’a pas énormément de différence par rapport au premier fin mis à part que là, au milieu, y’a pas le, on va dire la partie du milieu, fin je veux dire c’est plus, c’est, fin là pour le coup y’a rien, fin c’est blanc, mais voilà sur les côtés y’a quand même encore des aspects de…, des ailes, fin voilà. ","So it's true that for once there's not a huge difference compared to the first end apart from that there, in the middle, there's not the, we'll say the middle part, end I mean it it's more, it's, there's nothing there at the end, it's white, but on the sides there are still aspects of..., wings, end there.",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mais bon là après, en imaginant on peut voir une allée centrale avec en bout une entrée de, de, de, de…, de porte de, de château ou je ne sais quoi, fin quelque chose d’assez euh…, d’assez grandiose on va dire.","But then, by imagining we can see a central alley with at the end an entrance of, of, of, of..., of a door of, of a castle or I don't know what, end of something quite uh..., of quite grandiose we will say.",Arch/Pays,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Voilà, puis sur les côtés ça peut être une allée de, d’arbres, fin voilà de végétation ou…, voilà avec au milieu une allée centrale quoi.","There you go, then on the sides it can be an avenue of, trees, end of vegetation or..., there you go with a central avenue in the middle.",Bot/Pays,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"« Maintenant ça me frappe, je vois clairement un papillon là. »)","“Now it hits me, I clearly see a butterfly there. "")",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Et là je viens de voir deux têtes (rires), dos à dos.","And there I just saw two heads (laughs), back to back.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Euh bah là je peux, on peut imaginer voilà deux personnes face à face, plutôt assises, euh en train de discuter fin ou autre, fin bref euh. Euh. Voilà, après…

Voilà je vais arrêter là parce que le reste j’arrive pas trop à… C’est toujours le même thème, fin noir et rouge euh. (Rires), ouais, bah c’est toujours le rouge qui me perturbe, fin je sais pas trop comment faire pour les dessins, fin si on peut dire les dessins rouges, je sais pas trop quoi, ouais, comment faire (rires). Bah ça viendra peut-être à force euh, avec les autres (soupir) au fur et à mesure !
","Uh well there I can, we can imagine here are two people face to face, rather sitting, uh discussing fine or whatever, in short uh. Uh. Here it is, after…

That's it, I'm going to stop there because I can't really figure out the rest... It's always the same theme, fine black and red uh. (Laughs), yeah, well it's always the red that bothers me, end I don't really know how to do the drawings, end if we can say the red drawings, I don't really know what, yeah, how to do it (laughs) . Well, maybe it will come gradually, uh, with the others (sigh)!
",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Je vois un nœud papillon mais je l’ai pas dit au début, parce que je voulais avoir une cohésion avec les deux personnes-là, donc qu’est-ce qu’il fout là quoi (rires), après on peut imaginer des choses.","I see a bow tie but I didn't say it at the beginning, because I wanted to have cohesion with the two people there, so what the hell is he doing there (laughs), then we can imagine things.",Vet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Si là on peut imaginer aussi des pattes d’animaux, plutôt à sabots, style chevaux, bovins...","If there we can also imagine animal legs, rather hoofed, like horses, cattle...",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"De chaque côté on peut voir des personnes avec les jambes en l’air, voilà, à monter les jambes.","On each side we can see people with their legs in the air, there you go, raising their legs.",Hd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Euh, là ça peut être aussi une interprétation de, d’un insecte, euh, pff, (soupire), un insecte, je peux pas dire trop quoi, mais voilà un insecte, voilà avec des antennes, des pattes, fin…","Um, there it can also be an interpretation of, of an insect, uh, pff, (sighs), an insect, I can't really say what, but here's an insect, here it is with antennae, legs, end...",A/Ad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Voilà, après on peut imaginer un espèce de monstre ou je ne sais quoi, fin voilà, un truc imaginaire, euh, voilà avec des grands pieds, des mains un peu, fin des bras un peu bizarres, une tête un peu pointue euh, ouais voilà.","There you go, then you can imagine a kind of monster or something, end there, an imaginary thing, uh, there you have it with big feet, slightly odd hands, end of arms, a slightly pointy head uh, yeah there you go.",(A),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ça peut être une sorte de limace ou…,It could be some kind of slug or...,A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Une espèce de chauve-souris, parce que y’a quand même toujours les ailes qui… peut dire que c’est un insecte volant aussi.","A kind of bat, because there are still wings which… you can say that it’s a flying insect too.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Bon, ma première vue, ma première vue c’est toujours, fin c’est toujours dans les mêmes…, dans ce qui, machine, c’est toujours un insecte qui me vient tout de suite en premier. Euh, pff, après voilà les insectes euh.","Well, my first sight, my first sight is always, well, it’s always in the same…, in what, machine, it’s always an insect that comes to me right away first. Uh, pff, then here come the insects uh.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Euh, après les extrémités voilà des côtés, fin je, je pourrais voir voilà une espèce de pattes d’animaux euh…, (soupir).","Um, after the ends here are the sides, end I, I could see here are a kind of animal legs uh…, (sigh).",Ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Le milieu ça pourrait être aussi un corps un peu bizarre d’une personne euh, fin voilà qui (rires), un corps un petit peu, hors normes mais bon, voilà, avec des petites jambes (rires), une tête et voilà à la rigueur, un bonnet, on va dire d’âne, fin.","The middle could also be a slightly odd body of a person uh, well that's it (laughs), a slightly unusual body but hey, there you go, with little legs (laughs), a head and that's it. rigor, a hat, we will say donkey, fine.",H/Hd/Obj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"Et puis une grande cape, fin, voilà.","And then a big cape, fine, that's it.",Vet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Alors euh… On pourrait voir une forme un peu euh, une forme, une sorte d’étoile euh, ouais une sorte d’étoile, pas très très bien faite mais bon voilà, une étoile.","So uh... We could see a bit of a shape uh, a shape, a kind of star uh, yeah a kind of star, not very very well done but there you go, a star.",Elem,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Euh, au-dessus ça pourrait être un oiseau.","Um, above that could be a bird.",A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
